test 	0
Bangkok	83.56
Phuket	73,33
Surat_Thani	61.49
Songkhla	56.27
Chon_Buri	53.48
Chiang_Mai	41.08
Nong_Khai	36.58
Samut_Prakan	35.64
Krabi	23.13
Phangnga	22.07
