test	0
Bangkok	1002776
Phuket	183261
Surat_Thani	73797
Songkhla	67529
Chon_Buri	64184
Chiang_Mai	49301
Nong_Khai	43905
Samut_Prakan	42777
Krabi	27759
Phangnga	26491
