Bangkok	741	615
Phuket	758	615
Surat_Thani	800	555
Songkhla	868	571
Chon_Buri	929	600
Chiang_Mai	889	307
Nong_Khai	889	307
Samut_Prakan	889	307
Krabi	889	307
Phangnga	889	307
